ListName,Id,display_name,Name,label::nepali,media::image::english,media::video::english,media::audio::english,media::image::nepali,media::video::nepali,media::audio::nepali,dist1,q101,q101_b,q101_c,q101_a,q102,q102a
,,,,,,,,,,,,,,,,,
q301b0b,1,,1 day in a week,??????? ? ???,,,,,,,,,,,,,
q301b0b,2,,2 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b0b,3,,3 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b0b,4,,4 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b0b,5,,5 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b0b,6,,6 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b0b,7,,7 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b0b,8,,Once in every 15 days.,?? ??? ?? ?? ????,,,,,,,,,,,,,
q301b0b,9,,Once in every month.,???? ??????? ?? ????,,,,,,,,,,,,,
q301b0b,10,,Once in every two months.,??? ??????? ?? ????,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301b1,1,,Yes,?,,,,,,,,,,,,,
q301b1,2,,No,???,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301b1b,1,,1 day in a week,??????? ? ???,,,,,,,,,,,,,
q301b1b,2,,2 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b1b,3,,3 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b1b,4,,4 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b1b,5,,5 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b1b,6,,6 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b1b,7,,7 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b1b,8,,Once in every 15 days.,?? ??? ?? ?? ????,,,,,,,,,,,,,
q301b1b,9,,Once in every month.,???? ??????? ?? ????,,,,,,,,,,,,,
q301b1b,10,,Once in every two months.,??? ??????? ?? ????,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301b2,1,,Yes,?,,,,,,,,,,,,,
q301b2,2,,No,???,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301b2b,1,,1 day in a week,??????? ? ???,,,,,,,,,,,,,
q301b2b,2,,2 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b2b,3,,3 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b2b,4,,4 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b2b,5,,5 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b2b,6,,6 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b2b,7,,7 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b2b,8,,Once in every 15 days.,?? ??? ?? ?? ????,,,,,,,,,,,,,
q301b2b,9,,Once in every month.,???? ??????? ?? ????,,,,,,,,,,,,,
q301b2b,10,,Once in every two months.,??? ??????? ?? ????,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301b3,1,,Yes,?,,,,,,,,,,,,,
q301b3,2,,No,???,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301b3b,1,,1 day in a week,??????? ? ???,,,,,,,,,,,,,
q301b3b,2,,2 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b3b,3,,3 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b3b,4,,4 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b3b,5,,5 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b3b,6,,6 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b3b,7,,7 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b3b,8,,Once in every 15 days.,?? ??? ?? ?? ????,,,,,,,,,,,,,
q301b3b,9,,Once in every month.,???? ??????? ?? ????,,,,,,,,,,,,,
q301b3b,10,,Once in every two months.,??? ??????? ?? ????,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301b4,1,,Yes,?,,,,,,,,,,,,,
q301b4,2,,No,???,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301b4b,1,,1 day in a week,??????? ? ???,,,,,,,,,,,,,
q301b4b,2,,2 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b4b,3,,3 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b4b,4,,4 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b4b,5,,5 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b4b,6,,6 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b4b,7,,7 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b4b,8,,Once in every 15 days.,?? ??? ?? ?? ????,,,,,,,,,,,,,
q301b4b,9,,Once in every month.,???? ??????? ?? ????,,,,,,,,,,,,,
q301b4b,10,,Once in every two months.,??? ??????? ?? ????,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301b5,1,,Yes,?,,,,,,,,,,,,,
q301b5,2,,No,???,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301b5b,1,,1 day in a week,??????? ? ???,,,,,,,,,,,,,
q301b5b,2,,2 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b5b,3,,3 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b5b,4,,4 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b5b,5,,5 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b5b,6,,6 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b5b,7,,7 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b5b,8,,Once in every 15 days.,?? ??? ?? ?? ????,,,,,,,,,,,,,
q301b5b,9,,Once in every month.,???? ??????? ?? ????,,,,,,,,,,,,,
q301b5b,10,,Once in every two months.,??? ??????? ?? ????,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301b6,1,,Yes,?,,,,,,,,,,,,,
q301b6,2,,No,???,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301b6b,1,,1 day in a week,??????? ? ???,,,,,,,,,,,,,
q301b6b,2,,2 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b6b,3,,3 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b6b,4,,4 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b6b,5,,5 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b6b,6,,6 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b6b,7,,7 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b6b,8,,Once in every 15 days.,?? ??? ?? ?? ????,,,,,,,,,,,,,
q301b6b,9,,Once in every month.,???? ??????? ?? ????,,,,,,,,,,,,,
q301b6b,10,,Once in every two months.,??? ??????? ?? ????,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301b7,1,,Yes,?,,,,,,,,,,,,,
q301b7,2,,No,???,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301b7b,1,,1 day in a week,??????? ? ???,,,,,,,,,,,,,
q301b7b,2,,2 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b7b,3,,3 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b7b,4,,4 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b7b,5,,5 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b7b,6,,6 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b7b,7,,7 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b7b,8,,Once in every 15 days.,?? ??? ?? ?? ????,,,,,,,,,,,,,
q301b7b,9,,Once in every month.,???? ??????? ?? ????,,,,,,,,,,,,,
q301b7b,10,,Once in every two months.,??? ??????? ?? ????,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301b8,1,,Yes,?,,,,,,,,,,,,,
q301b8,2,,No,???,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301b8b,1,,1 day in a week,??????? ? ???,,,,,,,,,,,,,
q301b8b,2,,2 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b8b,3,,3 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b8b,4,,4 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b8b,5,,5 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b8b,6,,6 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b8b,7,,7 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b8b,8,,Once in every 15 days.,?? ??? ?? ?? ????,,,,,,,,,,,,,
q301b8b,9,,Once in every month.,???? ??????? ?? ????,,,,,,,,,,,,,
q301b8b,10,,Once in every two months.,??? ??????? ?? ????,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301b9,1,,Yes,?,,,,,,,,,,,,,
q301b9,2,,No,???,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301b9b,1,,1 day in a week,??????? ? ???,,,,,,,,,,,,,
q301b9b,2,,2 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b9b,3,,3 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b9b,4,,4 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b9b,5,,5 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b9b,6,,6 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b9b,7,,7 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b9b,8,,Once in every 15 days.,?? ??? ?? ?? ????,,,,,,,,,,,,,
q301b9b,9,,Once in every month.,???? ??????? ?? ????,,,,,,,,,,,,,
q301b9b,10,,Once in every two months.,??? ??????? ?? ????,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301b10,1,,Yes,?,,,,,,,,,,,,,
q301b10,2,,No,???,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301b10b,1,,1 day in a week,??????? ? ???,,,,,,,,,,,,,
q301b10b,2,,2 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b10b,3,,3 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b10b,4,,4 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b10b,5,,5 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b10b,6,,6 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b10b,7,,7 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b10b,8,,Once in every 15 days.,?? ??? ?? ?? ????,,,,,,,,,,,,,
q301b10b,9,,Once in every month.,???? ??????? ?? ????,,,,,,,,,,,,,
q301b10b,10,,Once in every two months.,??? ??????? ?? ????,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301b11,1,,Yes,?,,,,,,,,,,,,,
q301b11,2,,No,???,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301b11b,1,,1 day in a week,??????? ? ???,,,,,,,,,,,,,
q301b11b,2,,2 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b11b,3,,3 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b11b,4,,4 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b11b,5,,5 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b11b,6,,6 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b11b,7,,7 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b11b,8,,Once in every 15 days.,?? ??? ?? ?? ????,,,,,,,,,,,,,
q301b11b,9,,Once in every month.,???? ??????? ?? ????,,,,,,,,,,,,,
q301b11b,10,,Once in every two months.,??? ??????? ?? ????,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301b12,1,,Yes,?,,,,,,,,,,,,,
q301b12,2,,No,???,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301b12b,1,,1 day in a week,??????? ? ???,,,,,,,,,,,,,
q301b12b,2,,2 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b12b,3,,3 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b12b,4,,4 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b12b,5,,5 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b12b,6,,6 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b12b,7,,7 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b12b,8,,Once in every 15 days.,?? ??? ?? ?? ????,,,,,,,,,,,,,
q301b12b,9,,Once in every month.,???? ??????? ?? ????,,,,,,,,,,,,,
q301b12b,10,,Once in every two months.,??? ??????? ?? ????,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301b13,1,,Yes,?,,,,,,,,,,,,,
q301b13,2,,No,???,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301b13b,1,,1 day in a week,??????? ? ???,,,,,,,,,,,,,
q301b13b,2,,2 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b13b,3,,3 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b13b,4,,4 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b13b,5,,5 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b13b,6,,6 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b13b,7,,7 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b13b,8,,Once in every 15 days.,?? ??? ?? ?? ????,,,,,,,,,,,,,
q301b13b,9,,Once in every month.,???? ??????? ?? ????,,,,,,,,,,,,,
q301b13b,10,,Once in every two months.,??? ??????? ?? ????,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301b14,1,,Yes,?,,,,,,,,,,,,,
q301b14,2,,No,???,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301b14b,1,,1 day in a week,??????? ? ???,,,,,,,,,,,,,
q301b14b,2,,2 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b14b,3,,3 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b14b,4,,4 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b14b,5,,5 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b14b,6,,6 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b14b,7,,7 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b14b,8,,Once in every 15 days.,?? ??? ?? ?? ????,,,,,,,,,,,,,
q301b14b,9,,Once in every month.,???? ??????? ?? ????,,,,,,,,,,,,,
q301b14b,10,,Once in every two months.,??? ??????? ?? ????,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301b15,1,,Yes,?,,,,,,,,,,,,,
q301b15,2,,No,???,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301b15b,1,,1 day in a week,??????? ? ???,,,,,,,,,,,,,
q301b15b,2,,2 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b15b,3,,3 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b15b,4,,4 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b15b,5,,5 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b15b,6,,6 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b15b,7,,7 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b15b,8,,Once in every 15 days.,?? ??? ?? ?? ????,,,,,,,,,,,,,
q301b15b,9,,Once in every month.,???? ??????? ?? ????,,,,,,,,,,,,,
q301b15b,10,,Once in every two months.,??? ??????? ?? ????,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301b16,1,,Yes,?,,,,,,,,,,,,,
q301b16,2,,No,???,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301b16b,1,,1 day in a week,??????? ? ???,,,,,,,,,,,,,
q301b16b,2,,2 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b16b,3,,3 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b16b,4,,4 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b16b,5,,5 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b16b,6,,6 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b16b,7,,7 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b16b,8,,Once in every 15 days.,?? ??? ?? ?? ????,,,,,,,,,,,,,
q301b16b,9,,Once in every month.,???? ??????? ?? ????,,,,,,,,,,,,,
q301b16b,10,,Once in every two months.,??? ??????? ?? ????,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301b17,1,,Yes,?,,,,,,,,,,,,,
q301b17,2,,No,???,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301b17b,1,,1 day in a week,??????? ? ???,,,,,,,,,,,,,
q301b17b,2,,2 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b17b,3,,3 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b17b,4,,4 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b17b,5,,5 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b17b,6,,6 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b17b,7,,7 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b17b,8,,Once in every 15 days.,?? ??? ?? ?? ????,,,,,,,,,,,,,
q301b17b,9,,Once in every month.,???? ??????? ?? ????,,,,,,,,,,,,,
q301b17b,10,,Once in every two months.,??? ??????? ?? ????,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301b18,1,,Yes,?,,,,,,,,,,,,,
q301b18,2,,No,???,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301b18b,1,,1 day in a week,??????? ? ???,,,,,,,,,,,,,
q301b18b,2,,2 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b18b,3,,3 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b18b,4,,4 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b18b,5,,5 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b18b,6,,6 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b18b,7,,7 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b18b,8,,Once in every 15 days.,?? ??? ?? ?? ????,,,,,,,,,,,,,
q301b18b,9,,Once in every month.,???? ??????? ?? ????,,,,,,,,,,,,,
q301b18b,10,,Once in every two months.,??? ??????? ?? ????,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301b19,1,,Yes,?,,,,,,,,,,,,,
q301b19,2,,No,???,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301b19b,1,,1 day in a week,??????? ? ???,,,,,,,,,,,,,
q301b19b,2,,2 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b19b,3,,3 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b19b,4,,4 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b19b,5,,5 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b19b,6,,6 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b19b,7,,7 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b19b,8,,Once in every 15 days.,?? ??? ?? ?? ????,,,,,,,,,,,,,
q301b19b,9,,Once in every month.,???? ??????? ?? ????,,,,,,,,,,,,,
q301b19b,10,,Once in every two months.,??? ??????? ?? ????,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301b20,1,,Yes,?,,,,,,,,,,,,,
q301b20,2,,No,???,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301b20b,1,,1 day in a week,??????? ? ???,,,,,,,,,,,,,
q301b20b,2,,2 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b20b,3,,3 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b20b,4,,4 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b20b,5,,5 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b20b,6,,6 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b20b,7,,7 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b20b,8,,Once in every 15 days.,?? ??? ?? ?? ????,,,,,,,,,,,,,
q301b20b,9,,Once in every month.,???? ??????? ?? ????,,,,,,,,,,,,,
q301b20b,10,,Once in every two months.,??? ??????? ?? ????,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301b21,1,,Yes,?,,,,,,,,,,,,,
q301b21,2,,No,???,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301b21b,1,,1 day in a week,??????? ? ???,,,,,,,,,,,,,
q301b21b,2,,2 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b21b,3,,3 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b21b,4,,4 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b21b,5,,5 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b21b,6,,6 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b21b,7,,7 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b21b,8,,Once in every 15 days.,?? ??? ?? ?? ????,,,,,,,,,,,,,
q301b21b,9,,Once in every month.,???? ??????? ?? ????,,,,,,,,,,,,,
q301b21b,10,,Once in every two months.,??? ??????? ?? ????,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301b22,1,,Yes,?,,,,,,,,,,,,,
q301b22,2,,No,???,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301b22b,1,,1 day in a week,??????? ? ???,,,,,,,,,,,,,
q301b22b,2,,2 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b22b,3,,3 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b22b,4,,4 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b22b,5,,5 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b22b,6,,6 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b22b,7,,7 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b22b,8,,Once in every 15 days.,?? ??? ?? ?? ????,,,,,,,,,,,,,
q301b22b,9,,Once in every month.,???? ??????? ?? ????,,,,,,,,,,,,,
q301b22b,10,,Once in every two months.,??? ??????? ?? ????,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301b23,1,,Yes,?,,,,,,,,,,,,,
q301b23,2,,No,???,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301b23b,1,,1 day in a week,??????? ? ???,,,,,,,,,,,,,
q301b23b,2,,2 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b23b,3,,3 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b23b,4,,4 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b23b,5,,5 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b23b,6,,6 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b23b,7,,7 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b23b,8,,Once in every 15 days.,?? ??? ?? ?? ????,,,,,,,,,,,,,
q301b23b,9,,Once in every month.,???? ??????? ?? ????,,,,,,,,,,,,,
q301b23b,10,,Once in every two months.,??? ??????? ?? ????,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301b24,1,,Yes,?,,,,,,,,,,,,,
q301b24,2,,No,???,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301b24b,1,,1 day in a week,??????? ? ???,,,,,,,,,,,,,
q301b24b,2,,2 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b24b,3,,3 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b24b,4,,4 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b24b,5,,5 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b24b,6,,6 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b24b,7,,7 days in a week,??????? ? ???,,,,,,,,,,,,,
q301b24b,8,,Once in every 15 days.,?? ??? ?? ?? ????,,,,,,,,,,,,,
q301b24b,9,,Once in every month.,???? ??????? ?? ????,,,,,,,,,,,,,
q301b24b,10,,Once in every two months.,??? ??????? ?? ????,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301c1,1,,Yes,?,,,,,,,,,,,,,
q301c1,2,,No,???,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301c1b,1,,1 day in a week,??????? ? ???,,,,,,,,,,,,,
q301c1b,2,,2 days in a week,??????? ? ???,,,,,,,,,,,,,
q301c1b,3,,3 days in a week,??????? ? ???,,,,,,,,,,,,,
q301c1b,4,,4 days in a week,??????? ? ???,,,,,,,,,,,,,
q301c1b,5,,5 days in a week,??????? ? ???,,,,,,,,,,,,,
q301c1b,6,,6 days in a week,??????? ? ???,,,,,,,,,,,,,
q301c1b,7,,7 days in a week,??????? ? ???,,,,,,,,,,,,,
q301c1b,8,,Once in every 15 days.,?? ??? ?? ?? ????,,,,,,,,,,,,,
q301c1b,9,,Once in every month.,???? ??????? ?? ????,,,,,,,,,,,,,
q301c1b,10,,Once in every two months.,??? ??????? ?? ????,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301c2,1,,Yes,?,,,,,,,,,,,,,
q301c2,2,,No,???,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301c2b,1,,1 day in a week,??????? ? ???,,,,,,,,,,,,,
q301c2b,2,,2 days in a week,??????? ? ???,,,,,,,,,,,,,
q301c2b,3,,3 days in a week,??????? ? ???,,,,,,,,,,,,,
q301c2b,4,,4 days in a week,??????? ? ???,,,,,,,,,,,,,
q301c2b,5,,5 days in a week,??????? ? ???,,,,,,,,,,,,,
q301c2b,6,,6 days in a week,??????? ? ???,,,,,,,,,,,,,
q301c2b,7,,7 days in a week,??????? ? ???,,,,,,,,,,,,,
q301c2b,8,,Once in every 15 days.,?? ??? ?? ?? ????,,,,,,,,,,,,,
q301c2b,9,,Once in every month.,???? ??????? ?? ????,,,,,,,,,,,,,
q301c2b,10,,Once in every two months.,??? ??????? ?? ????,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301c3,1,,Yes,?,,,,,,,,,,,,,
q301c3,2,,No,???,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301c3b,1,,1 day in a week,??????? ? ???,,,,,,,,,,,,,
q301c3b,2,,2 days in a week,??????? ? ???,,,,,,,,,,,,,
q301c3b,3,,3 days in a week,??????? ? ???,,,,,,,,,,,,,
q301c3b,4,,4 days in a week,??????? ? ???,,,,,,,,,,,,,
q301c3b,5,,5 days in a week,??????? ? ???,,,,,,,,,,,,,
q301c3b,6,,6 days in a week,??????? ? ???,,,,,,,,,,,,,
q301c3b,7,,7 days in a week,??????? ? ???,,,,,,,,,,,,,
q301c3b,8,,Once in every 15 days.,?? ??? ?? ?? ????,,,,,,,,,,,,,
q301c3b,9,,Once in every month.,???? ??????? ?? ????,,,,,,,,,,,,,
q301c3b,10,,Once in every two months.,??? ??????? ?? ????,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301c4,1,,Yes,?,,,,,,,,,,,,,
q301c4,2,,No,???,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301c4b,1,,1 day in a week,??????? ? ???,,,,,,,,,,,,,
q301c4b,2,,2 days in a week,??????? ? ???,,,,,,,,,,,,,
q301c4b,3,,3 days in a week,??????? ? ???,,,,,,,,,,,,,
q301c4b,4,,4 days in a week,??????? ? ???,,,,,,,,,,,,,
q301c4b,5,,5 days in a week,??????? ? ???,,,,,,,,,,,,,
q301c4b,6,,6 days in a week,??????? ? ???,,,,,,,,,,,,,
q301c4b,7,,7 days in a week,??????? ? ???,,,,,,,,,,,,,
q301c4b,8,,Once in every 15 days.,?? ??? ?? ?? ????,,,,,,,,,,,,,
q301c4b,9,,Once in every month.,???? ??????? ?? ????,,,,,,,,,,,,,
q301c4b,10,,Once in every two months.,??? ??????? ?? ????,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301c5,1,,Yes,?,,,,,,,,,,,,,
q301c5,2,,No,???,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
q301c5b,1,,1 day in a week,??????? ? ???,,,,,,,,,,,,,
q301c5b,2,,2 days in a week,??????? ? ???,,,,,,,,,,,,,
